Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard,Month_num,Date
1948,Qtr 3,July,1,Unknown,Fiat,Fiat G.212CPI ELSA,keerbergen belgium,Italiane Linee Avio,0,8,12,7,1948-07-01
1948,Qtr 3,July,4,United Kingdom,Douglas,Douglas DC 6 / RAF YorkSE,northolt middlesex,England Scandinavian Airlines (SAS),0,39,39,7,1948-07-04
1948,Qtr 3,July,7,Unknown,Douglas,Douglas DC 3F,djiring french,Azur Indo-ChinaAigle,0,16,16,7,1948-07-07
1948,Qtr 3,July,14,Brazil,Douglas,Douglas C 47APP,belem brazil,Brasil Aerovias,0,5,5,7,1948-07-14
1948,Qtr 3,July,16,Unknown,Consolidated,Consolidated OA 10 CatalinaVR,pacific ocean between hong kong and macaocathay pacific airways,Unknown,0,25,26,7,1948-07-16
1948,Qtr 3,July,24,Canada,Douglas,Douglas DC 3CF,cap-des-rosiers quebec,Canada Rimouski Airlines,0,29,29,7,1948-07-24
1948,Qtr 3,July,29,Unknown,Short Sandringham,Short Sandringham 2 (flying boat)LV AAP,buenos aires argentina,ALFA,0,18,24,7,1948-07-29
1948,Qtr 3,July,29,China,Curtiss,Curtiss C 46D,tsingtao china,Transport Air Civil,0,19,19,7,1948-07-29
1948,Qtr 3,August,1,Unknown,Latécoère,Latecoere 631 (flying boat)F BDRC,1 miles,Atlantic Ocean         Dakar off Air France,0,52,52,8,1948-08-01
1948,Qtr 3,August,1,Unknown,Avro,Avro 691 Lancastrian (flying boat)AP ACM,karachi pakistan,Onzeair,0,4,4,8,1948-08-01
1948,Qtr 3,August,9,Unknown,Douglas,Douglas C 47BZK,port underwood new,Airways National Zealand ZealandNew,0,2,2,8,1948-08-09
1948,Qtr 3,August,20,Unknown,Douglas,Douglas C 47AYV,la guaira venezuela,Avensa,0,3,3,8,1948-08-20
1948,Qtr 3,August,29,United States,Martin,Martin 202NC93044,near winona minnesota,Airlines Orient Northwest,0,37,37,8,1948-08-29
1948,Qtr 3,August,31,Unknown,Douglas,Douglas DC 3 (Douglas C,near elizabethville belgium,CongoSabena,0,13,13,8,1948-08-31
1948,Qtr 3,September,2,Unknown,Douglas,Douglas DC 3VH,near quirindi australia,Airways National Australian,0,13,13,9,1948-09-02
1948,Qtr 3,September,30,Unknown,Lisunov,Lisunov LI 2CCCP,balkhash kazakhstan,Aeroflot,0,15,15,9,1948-09-30
1948,Qtr 4,October,2,Unknown,Short Sandringham,Short Sandringham 6 (flying boat)LN IWA,near trondheim norway,Airlines Norwegian,0,19,45,10,1948-10-02
1948,Qtr 4,October,12,Unknown,Ilyushin,Ilyushin Il12CCCP L1450,near yevlakh azerbaijan,USSRAeroflot,0,10,10,10,1948-10-12
1948,Qtr 4,October,21,Unknown,Lockheed,Lockheed 049 46,prestwick airport scotland,Airlines Dutch Royal KLM,0,40,40,10,1948-10-21
1948,Qtr 4,October,23,Unknown,Lockheed,Lockheed 10A ElectraZK AGK,mt. ruapehu new,Airways National Zealand ZealandNew,0,13,13,10,1948-10-23
1948,Qtr 4,October,25,Unknown,Lisunov,Lisunov LI 2CCCP,georgian ssr ussraerflot,Unknown,0,18,18,10,1948-10-25
1948,Qtr 4,October,27,Canada,Douglas,Douglas C 54ANC88785,near edmonton alberta,Canada Northwest Orient Airlines,0,2,5,10,1948-10-27
1948,Qtr 4,November,3,Unknown,Boeing,Boeing B 29A Superfortress44,near glossop england,Force Air U.S. - Military,0,13,13,11,1948-11-03
1948,Qtr 4,November,4,United States,Douglas,Douglas DC 3N66637,cape spencer alaska,Freight Air Alaska Pacific,0,17,17,11,1948-11-04
1948,Qtr 4,November,8,Unknown,Douglas,Douglas DC 3VH,mt. macedon australia,Airways National Australian,0,3,23,11,1948-11-08
1948,Qtr 4,November,11,Unknown,De Havilland,de Havilland DH 89A Dragon RapideG,liverpool england,Airways Mannin,0,7,8,11,1948-11-11
1948,Qtr 4,November,22,Unknown,Lisunov,Lisunov Li 2CCCP L,near ryzhovo russia,Aeroflot,0,23,26,11,1948-11-22
1948,Qtr 4,November,26,Unknown,Douglas,Douglas DC 3AP,vehari pakistan,Airways Pakistan,0,21,21,11,1948-11-26
1948,Qtr 4,December,5,China,Curtiss,Curtiss C 46XT,kiangwan china,Transport Air Central,0,9,40,12,1948-12-05
1948,Qtr 4,December,6,Unknown,Douglas,Douglas C 47I,milan italy,Italiane Linee ItalianeAvio Linee Avio,0,7,7,12,1948-12-06
1948,Qtr 4,December,12,Unknown,Douglas,Douglas DC 3,taipei taiwan,Corporation Aviation National China,0,2,10,12,1948-12-12
1948,Qtr 4,December,15,Unknown,Douglas,Douglas C 47C,near bogata colombia,LANSA,0,30,30,12,1948-12-15
1948,Qtr 4,December,21,Unknown,Douglas,Douglas DC 3OK,near pilos greece,Aerolinie Ceskoslovenske,0,24,24,12,1948-12-21
1948,Qtr 4,December,21,Unknown,Douglas,Douglas C 54B,basalt island hong,Corporation Aviation National KongChina,0,33,33,12,1948-12-21
1948,Qtr 4,December,23,Spain,Douglas,Douglas DC 3 (C,near madrid spain,Airlines Iberia,0,27,27,12,1948-12-23
1948,Qtr 4,December,28,Unknown,Douglas,Douglas DC 3DSTN16002,off san juan puerto,Transport RicoAirborne,0,32,32,12,1948-12-28
1948,Qtr 4,December,31,Unknown,Douglas,Douglas DC 3ZS,mt. argentari italy,Charter Air African Pan,0,13,13,12,1948-12-31
1949,Qtr 1,January,2,United States,Douglas,Douglas DC 3 (C,seattle washington,Charter Air Seattle,0,14,30,1,1949-01-02
1949,Qtr 1,January,5,Brazil,Avro,Avro 685 York 1G AHEX,caravelas bay brazil,Airways American South British,0,3,17,1,1949-01-05
1949,Qtr 1,January,6,United States,Douglas,Douglas C 47ANC53210,brandywine maryland,Cargo Coastal,0,2,2,1,1949-01-06
1949,Qtr 1,January,11,Brazil,Lockheed,Lockheed 18 LodestarPP SAC,near pelotas brazil,S.A. Gaucha Aerea Viacao,0,12,12,1,1949-01-11
1949,Qtr 1,January,15,Unknown,Douglas,Douglas C 54 SkymasterZS,ras-el-tin egypt,Charter Air African Pan,0,30,30,1,1949-01-15
1949,Qtr 1,January,16,India,Douglas,Douglas DC 3VT,near srinagar india,Airways Jain Dalmia,0,13,13,1,1949-01-16
1949,Qtr 1,January,17,Unknown,Boeing,Boeing B 29A Superfortress44,near succoth glen lochgoilhead,Scotland Military - U.S. Air Force,0,20,20,1,1949-01-17
1949,Qtr 1,January,17,Unknown,Avro,Avro 688 Tudor 4BG AGRE,atlantic ocean off,Airways American South BermudaBritish,0,20,20,1,1949-01-17
1949,Qtr 1,January,20,United States,Douglas,Douglas DC 3CN91006,homer alaska,Airlines Alaska,0,5,6,1,1949-01-20
1949,Qtr 1,January,30,Unknown,Lockheed,Lockheed L 749 / Cessna 140NC86530/NC76981,port washington new,Airways World American YorkPan,0,2,35,1,1949-01-30
1949,Qtr 1,February,2,Canada,Avro,Avro AnsonCF FEO,trinity bay newfoundland,Airways Lawrence Saint,0,6,10,2,1949-02-02
1949,Qtr 1,February,4,Unknown,Douglas,Douglas C 54A,castel benito libya,London of Skyways,0,1,53,2,1949-02-04
1949,Qtr 1,February,5,Unknown,Consolidated,Consolidated PBY 5A CatalinaHK,buenaventura bay colombia,Avianca,0,3,14,2,1949-02-05
1949,Qtr 1,February,8,Unknown,Vickers Viking,Vickers 628 Viking 1BOY DLU,off copenhagen denmark,(SAS) Airlines Scandinavian,0,27,27,2,1949-02-08
1949,Qtr 1,February,10,Unknown,Douglas,Douglas DC 3OB,near huanuco peru,Faucett,0,16,16,2,1949-02-10
1949,Qtr 1,February,19,United Kingdom,Douglas,Douglas DC 3 / Avro AnsonG,near coventry warks,England British European Airways / Military - British,0,14,14,2,1949-02-19
1949,Qtr 1,February,24,Unknown,Douglas,Douglas DC 3VR,braemar resevoir hong,Airways Pacific KongCathay,0,23,23,2,1949-02-24
1949,Qtr 1,February,24,Unknown,Douglas,Douglas C 47,near cuzco peru,(Peru) TAM,0,22,26,2,1949-02-24
1949,Qtr 1,March,10,Unknown,Lockheed,Lockheed 18 LodestarVH BAG,coolangatta australia,Airlines Queensland,0,22,22,3,1949-03-10
1949,Qtr 1,March,15,Unknown,Avro,Avro 685 York IG AHFI,berlin germany,Skyways,0,3,3,3,1949-03-15
1949,Qtr 1,March,18,Unknown,Lockheed,Lockheed 18 LodestarZK AKX,near waikanae new,Airways National Zealand ZealandNew,0,15,15,3,1949-03-18
1949,Qtr 2,April,29,Unknown,Lisunov,Lisunov Li 2SSSR,near mironovo russia,Aeroflot,0,14,24,4,1949-04-29
1949,Qtr 2,May,4,United Kingdom,Bristol,Bristol 170 Freighter 31 Mark IIG AIFF,near portland dorset,England Bristop Aeroplane Company,0,7,7,5,1949-05-04
1949,Qtr 2,May,4,Unknown,Fiat,FIAT G 212CPI,superga italy,Italiane Linee Avio,0,31,31,5,1949-05-04
1949,Qtr 2,May,7,Unknown,Douglas,Douglas DC 3PI,sibuyan sea off,Lines Air ElalatPhilippine of island Philippine the,0,13,13,5,1949-05-07
1949,Qtr 2,May,13,Unknown,Ilyushin,Ilyushin IL 12L1791,near  novosibirsk russia,Aeroflot,0,25,25,5,1949-05-13
1949,Qtr 2,June,6,Unknown,Douglas,Douglas DC 3SX,malahasa attica greece,Explotiation Aeronautical - Tech,0,22,22,6,1949-06-06
1949,Qtr 2,June,7,Brazil,Douglas,Douglas C 47BC,near florianpolis brazil,Force Air Brazilian - Military,0,27,27,6,1949-06-07
1949,Qtr 2,June,7,Unknown,Curtiss,Curtiss C 46D,san juan puerto,Freight RicoStrato,0,53,81,6,1949-06-07
1949,Qtr 2,June,23,Unknown,Lockheed,Lockheed 749 79,off bari italy,Airlines Dutch Royal KLM,0,33,33,6,1949-06-23
1949,Qtr 3,July,2,Unknown,Douglas,Douglas C 47A,near guildford australia,Airlines Roberston-Miller Mac,0,18,18,7,1949-07-02
1949,Qtr 3,July,12,United States,Curtiss,Curtiss C 46E,chatsworth california,Airlines Standard,0,35,48,7,1949-07-12
1949,Qtr 3,July,12,India,Lockheed,Lockheed L 749,near bombay india,Airlines Dutch Royal KLM,0,45,45,7,1949-07-12
1949,Qtr 3,July,13,Unknown,Hawker,Hawker Hunter,jamnagar gujarat,India          state Indian Air Force,14,0,0,7,1949-07-13
1949,Qtr 3,July,19,United States,Curtiss,Curtiss C 46F,seattle washington,Associates Transport Air,4,2,32,7,1949-07-19
1949,Qtr 3,July,21,Unknown,Ilyushin,Ilyushin IL 12L1714,marga russia,Aeroflot,0,13,14,7,1949-07-21
1949,Qtr 3,July,30,Unknown,Douglas,Douglas DC 3,chesterfield new,USN - Military / Lines Air JerseyEastern,0,16,16,7,1949-07-30
1949,Qtr 3,August,2,Brazil,Curtiss,Curtiss C 46D,jaquirana brazil,Varig,0,5,36,8,1949-08-02
1949,Qtr 3,August,3,Brazil,Douglas,Douglas DC 3PP,sao francisco bay brazil,Brasil Aéreas Lineas,0,5,30,8,1949-08-03
1949,Qtr 3,August,6,Unknown,Bristol,Bristol 170 Freighter 21HC SBU,salasaca ecuador,Ecuador of Co Shell,0,34,34,8,1949-08-06
1949,Qtr 3,August,9,Unknown,Douglas,Douglas C 47BKN336,salalah oman,Force Air Royal - Military,0,12,12,8,1949-08-09
1949,Qtr 3,August,13,Unknown,Douglas,Douglas C 47HK,near bogota colombia,SAETA,0,32,32,8,1949-08-13
1949,Qtr 3,August,15,Unknown,Douglas,Douglas DC 3 (C,off lurga point ireland,Lines Air Transocean,0,8,58,8,1949-08-15
1949,Qtr 3,August,19,Unknown,Douglas,Douglas DC 3G,near oldham england,Airways European British,0,24,32,8,1949-08-19
1949,Qtr 3,August,21,Canada,Consolidated Canso,Consolidated Canso (amphibian)11057,near bigstone lake manitoba,Force Air Canadian Royal - Military,0,21,21,8,1949-08-21
1949,Qtr 3,August,27,Unknown,Douglas,Douglas C 47B,leopoldville zaire,Sabena,0,5,20,8,1949-08-27
1949,Qtr 3,September,9,Unknown,Douglas,Douglas DC 3CF,sault-aux-cochons pq,Canada Canadian Pacific Air Lines,0,23,23,9,1949-09-09
1949,Qtr 3,September,26,Unknown,Douglas,Douglas DC 3XA,mt. popocatepetl mexico,Mexicana,0,24,24,9,1949-09-26
1949,Qtr 3,September,27,Unknown,Douglas,Douglas C 54A,near castilla argentina,Argentina Mercante Aérea Flota,0,5,27,9,1949-09-27
1949,Qtr 4,October,9,United States,Curtiss,Curtiss C 46E,cheyenne wyoming,Airways Slick,0,4,4,10,1949-10-09
1949,Qtr 4,October,28,Portugal,Lockheed,Lockheed 749 79,san miguel island azores,France Air,0,48,48,10,1949-10-28
1949,Qtr 4,November,1,United States,Douglas,Douglas C 54B / P,arlington virginia,Force Air Bolivian - Military / Lines Air Eastern,0,55,55,11,1949-11-01
1949,Qtr 4,November,4,United States,Douglas,Douglas DC 3NC29086,akron ohio,Inc Harrington's,0,3,3,11,1949-11-04
1949,Qtr 4,November,16,India,Tempest,Tempest,calcutta india,Force Air Indian Royal,14,1,2,11,1949-11-16
1949,Qtr 4,November,20,Unknown,Douglas,Douglas C 47APH,near oslo norway,Holland Aero,0,34,35,11,1949-11-20
1949,Qtr 4,November,26,Unknown,Douglas,Douglas DC 3HK,near bucaramanga colombia,LANSA,0,12,12,11,1949-11-26
1949,Qtr 4,November,29,Unknown,Douglas,Douglas DC 4F,chaleyssin france,France Air,0,5,38,11,1949-11-29
1949,Qtr 4,November,29,United States,Douglas,Douglas DC 6N90728,dallas texas,Airlines American,0,28,46,11,1949-11-29
1949,Qtr 4,December,1,Brazil,Douglas,Douglas DC 3 (C,taquaracucu brazil,REAL,0,20,22,12,1949-12-01
1949,Qtr 4,December,7,United States,Douglas,Douglas DC 3NC60256,vallejo california,Airlines Arrow,0,9,9,12,1949-12-07
1949,Qtr 4,December,9,China,Curtiss,Curtiss C 46D,near lanchow china,Transport Air Civil,0,38,38,12,1949-12-09
1949,Qtr 4,December,10,China,Curtiss,Curtiss C 46D,near hoikow china,Transport Air Civil,0,17,40,12,1949-12-10
1949,Qtr 4,December,12,United States,Douglas,Douglas DC 3,washington d.c.capital,Airlines,0,6,23,12,1949-12-12
1949,Qtr 4,December,12,Unknown,Douglas,Douglas DC 3AP,jungshahi pakistan,Pakair,0,26,26,12,1949-12-12
1949,Qtr 4,December,16,Unknown,Douglas,Douglas DC 3XA,orizaba mexico,Mexicana,0,17,17,12,1949-12-16
1949,Qtr 4,December,18,Unknown,Douglas,Douglas C 47A,aulnay-sous-bois france,Sabena,0,8,8,12,1949-12-18
1949,Qtr 4,December,30,Unknown,Douglas,Douglas C 54A,comilla pakistan,Airways Bharat,0,7,7,12,1949-12-30
1950,Qtr 1,January,5,Unknown,Lisunov,Lisunov Li 2,sverdlovsk russia,Force Air Soviet - Military,0,19,19,1,1950-01-05
1950,Qtr 1,January,18,Spain,CASA,Casa 352 T 2,albacete spain,Aire del Ejercito,0,16,16,1,1950-01-18
1950,Qtr 1,January,20,Unknown,Douglas,Douglas C 47TAM,near vacas bolivia,Force Air Bolivian - Military,1,32,32,1,1950-01-20
1950,Qtr 1,January,24,Unknown,Douglas,Douglas DC 3PI,iloilo air,Lines,0,4,4,1,1950-01-24
1950,Qtr 1,January,24,Unknown,Douglas,Douglas C 47A,near tamatave madagascar,Aerienne Transatlantique Societe,0,14,14,1,1950-01-24
1950,Qtr 1,January,26,Canada,Douglas,Douglas C 54D,near snag yukon,Force Air U.S. - TerritoryMilitary,0,44,44,1,1950-01-26
1950,Qtr 1,February,2,Unknown,Douglas,Douglas DC 3PH,north seaklm royal dutch airlines,Unknown,0,7,7,2,1950-02-02
1950,Qtr 1,February,27,Unknown,Douglas,Douglas C 47A,near prague czechoslovakia,Aerolinie Ceskoslovenske,0,5,30,2,1950-02-27
1950,Qtr 1,March,7,United States,Martin,Martin 202N93050,minneapolis minnesota,Airlines Orient Northwest,2,13,13,3,1950-03-07
1950,Qtr 1,March,10,Unknown,Bristol,Bristol 170 Freighter 21F BECR,saigon vietnam,Aeriens Transport de Indochinoise Societe,0,4,4,3,1950-03-10
1950,Qtr 1,March,12,United Kingdom,Avro,Avro 689 Tudor 5G AKBY,llandow airport cardiff,Wales Fairflight Ltd.,0,80,83,3,1950-03-12
1950,Qtr 1,March,25,Unknown,Douglas,Douglas DC 3TC,ankara turkey,Yollairi Hava Devlet,0,15,15,3,1950-03-25
1950,Qtr 1,March,28,Unknown,Latécoère,Latecoere 631 (sea plane)F WANU,off cap-ferret france,SEMAF,0,12,12,3,1950-03-28
1950,Qtr 2,April,5,India,Douglas,Douglas C 47AVT,hatiara india,Airways Deccan,0,3,3,4,1950-04-05
1950,Qtr 2,April,13,Unknown,Vickers Viking,Vickers 610 Viking 1BG AIVL,near hastings england,Airways European British,0,0,32,4,1950-04-13
1950,Qtr 2,April,15,Unknown,Douglas,Douglas C 47 (DC,santa ana colombia,Nacionales Aéreas Lineas,0,2,4,4,1950-04-15
1950,Qtr 2,April,21,Unknown,Douglas,Douglas C 54D42,near atsugi japan,Force Air U.S. - Military,0,35,35,4,1950-04-21
1950,Qtr 2,May,2,Unknown,Douglas,Douglas C 47DLHK,chimborazo ecuador,Avianca,0,15,15,5,1950-05-02
1950,Qtr 2,May,18,Portugal,Boeing,Boeing B 2944,lagens air force base azores,Force Air U.S. - Military,0,16,16,5,1950-05-18
1950,Qtr 2,May,23,Unknown,Curtiss,Curtiss C 46D44,myrtle beach south,Force Air U.S. - CarolinaMilitary,0,39,39,5,1950-05-23
1950,Qtr 2,May,24,Unknown,Douglas,Douglas C 47HK,near pasto colombia,LANSA,0,26,27,5,1950-05-24
1950,Qtr 2,May,27,Unknown,Curtiss,Curtiss C 46F,teterboro new,Airlines Cargo JerseyRegina,0,1,2,5,1950-05-27
1950,Qtr 2,May,30,Brazil,Douglas,Douglas DC 3PP,near ilheus brazil,Brasil Aerovias,0,13,15,5,1950-05-30
1950,Qtr 2,June,5,Unknown,Curtiss,Curtiss C 46,atlantic ocean off floridawestair transport,Unknown,0,28,65,6,1950-06-05
1950,Qtr 2,June,9,Unknown,Douglas,Douglas DC 3,near fonseca colombia,Mission Tribes New,0,15,15,6,1950-06-09
1950,Qtr 2,June,13,Unknown,Douglas,Douglas DC 4,off bahrainair france,Unknown,0,46,52,6,1950-06-13
1950,Qtr 2,June,14,Unknown,Douglas,Douglas DC 4F,bahrainair france,Unknown,0,40,53,6,1950-06-14
1950,Qtr 2,June,15,Unknown,Douglas,Douglas DC 4F,bahrain bahrain,France Air,0,40,53,6,1950-06-15
1950,Qtr 2,June,23,Unknown,Douglas,Douglas DC 4N95425,lake michigan 18,Michigan       Harbor Benton of NNW Northwest Orient Airlines,0,58,58,6,1950-06-23
1950,Qtr 2,June,26,Unknown,Douglas,Douglas DC 4,york australia,ANA Ansett,0,29,29,6,1950-06-26
1950,Qtr 3,July,7,Unknown,Douglas,Douglas C 54G45,busan south,Force Air U.S. - KoreaMilitary,0,23,23,7,1950-07-07
1950,Qtr 3,July,9,Unknown,Douglas,Douglas DC 3F,casablanca morocco,Azur Aigle,0,22,29,7,1950-07-09
1950,Qtr 3,July,17,India,Douglas,Douglas DC 3VT,near pathankot india,Airlines National Indian,0,22,22,7,1950-07-17
1950,Qtr 3,July,18,Unknown,Douglas,Douglas DC 3CR,near bocoio angola,Airlines Angola DTA,0,9,9,7,1950-07-18
1950,Qtr 3,July,23,Unknown,Curtiss,Curtiss C 46 Commando44,myrtle beach north,Force Air U.S. - CarolinaMilitary,0,39,39,7,1950-07-23
1950,Qtr 3,July,27,Unknown,Douglas,Douglas C 47D44,off o-shima island japan,Force Air U.S. - Military,0,25,26,7,1950-07-27
1950,Qtr 3,July,28,Brazil,Lockheed,Lockheed 049 ConstellationPP PCG,porte alegre brazil,Brasil do Panair,0,50,50,7,1950-07-28
1950,Qtr 3,July,29,Unknown,Bristol,Bristol 170 Freighter 21F BENF,tunbukta algeria,Transport Air Cie,0,26,26,7,1950-07-29
1950,Qtr 3,July,30,Brazil,Lockheed,Lockheed 18 LodeStarP SAA,algrete brazil,)SAVG        Gaucha Viacao (S.A. SAVG,0,12,12,7,1950-07-30
1950,Qtr 3,July,30,Unknown,Ilyushin,Ilyushin IL 12L,karaganda russia,Aeroflot,0,25,25,7,1950-07-30
1950,Qtr 3,August,5,United States,Boeing,Boeing B 29MR46,near fairfield california,Force Air U.S. - Military,7,12,20,8,1950-08-05
1950,Qtr 3,August,22,United States,Douglas,Douglas DC 6N90705,near eagle colorado,Airlines American,0,1,59,8,1950-08-22
1950,Qtr 3,August,25,Unknown,Douglas,Douglas C 47BKN630,kampong jenera malaysia,Force Air Royal - Military,0,12,12,8,1950-08-25
1950,Qtr 3,August,31,Unknown,Lockheed,Lockheed 749A ConstellationN6004C,near wadi natrun egypt,Airlines World Trans,0,55,55,8,1950-08-31
1950,Qtr 3,September,4,Unknown,Douglas,Douglas DC 3N18936,utica new,Airlines YorkRobinson,0,16,23,9,1950-09-04
1950,Qtr 3,September,14,Unknown,Douglas,Douglas DC 3EP,tehran iran,Air Iran,0,8,8,9,1950-09-14
1950,Qtr 3,September,20,Marshall Islands,Douglas,Douglas R5D 356496,kwajalein marshall,Navy U.S. - IslandsMilitary,0,26,26,9,1950-09-20
1950,Qtr 3,September,21,Serbia,Douglas,Douglas DC 3YU,near zagreb yugoslavia,Airlines Yugoslav JAT,0,10,11,9,1950-09-21
1950,Qtr 3,September,23,Unknown,Avro,Avro Ninteen ISE BRS,karlstad sweden,Aero Svenska,0,10,10,9,1950-09-23
1950,Qtr 3,September,26,Unknown,Douglas,Douglas C 54D,near kyushu island japan,Force Air U.S. - Military,0,23,51,9,1950-09-26
1950,Qtr 4,October,13,United States,Martin,Martin 202NC93037,almelund minnisota,Airlines Orient Northwest,0,6,6,10,1950-10-13
1950,Qtr 4,October,13,Unknown,Douglas,Douglas DC 3F,casablanca morocco,Atlas Air,0,4,7,10,1950-10-13
1950,Qtr 4,October,17,Unknown,Douglas,Douglas C 47AG,london england,Airways European British,0,28,29,10,1950-10-17
1950,Qtr 4,October,31,Unknown,Vickers Viking,Vickers 610 Viking 1BG,london heathrow england,Airways European British,0,28,30,10,1950-10-31
1950,Qtr 4,November,3,Unknown,Lockheed,Lockheed 749 ConstellationVT CQP,mont blanc france,India Air,0,48,48,11,1950-11-03
1950,Qtr 4,November,7,United States,Martin,Martin 202N93040,near butte montana,Airlines Orient Northwest,0,21,21,11,1950-11-07
1950,Qtr 4,November,13,Unknown,Douglas,Douglas C 54B,mt.  tete de l'obiou france,Services Flying Curtiss-Reid,0,58,58,11,1950-11-13
1950,Qtr 4,November,17,Unknown,Douglas,Douglas DC 3PK,surabaya indonesia,Airlines Indonesia Garuda,0,2,23,11,1950-11-17
1950,Qtr 4,November,21,United States,Douglas,Douglas DC 3N74586,near moran junction wyoming,Mission Tribes New,0,21,21,11,1950-11-21
1950,Qtr 4,November,23,Unknown,Douglas,Douglas DC 3OB,cuzco peru,Faucett,0,9,9,11,1950-11-23
1950,Qtr 4,November,25,Unknown,Douglas,Douglas C 47AVT,khitka bhutan,Indamer,0,3,3,11,1950-11-25
1950,Qtr 4,December,1,Unknown,Douglas,Douglas DC 3EP,near chamaran iran,Air Iran,0,8,8,12,1950-12-01
1950,Qtr 4,December,8,Unknown,Douglas,Douglas C 54AF,bangui french,Intercontinentaux AfricaT.A. Equatorial,0,46,56,12,1950-12-08
1950,Qtr 4,December,9,Unknown,Douglas,Douglas DC 3F,ruig piner france,Atlas Air,0,5,7,12,1950-12-09
1950,Qtr 4,December,13,Brazil,Douglas,Douglas DC 3PP,londrina brazil,VASP,3,0,31,12,1950-12-13
1950,Qtr 4,December,13,India,Douglas,Douglas DC 3VT,katagiri india,India Air,0,21,21,12,1950-12-13
1950,Qtr 4,December,14,Brazil,Douglas,Douglas DC 3PP,ribeirao brazil,VASP,1,1,20,12,1950-12-14
1950,Qtr 4,December,15,Unknown,Douglas,Douglas C 47,valera venezuela,Avensa,0,31,31,12,1950-12-15
1950,Qtr 4,December,19,Unknown,Douglas,Douglas C54E DO (DC,near baguio philippines,Force Air U.S. - Military,0,38,38,12,1950-12-19
1950,Qtr 4,December,22,United Kingdom,Douglas,Douglas DC 3CF,penticton british,Canada          Columbia Canadian Pacific Air Lines,0,2,18,12,1950-12-22
1950,Qtr 4,December,30,Unknown,Douglas,Douglas DC 3LV,santiago del estado argentina,Argentinas Aerolineas,0,17,18,12,1950-12-30
1951,Qtr 1,January,12,Unknown,De Havilland,de Havilland Dove 1ZS DDW,ixopo south,Airways AfricaUnited,0,12,12,1,1951-01-12
1951,Qtr 1,January,13,Unknown,Douglas,Douglas DC 3VR,mt. bukit besar,Thailand Air Carriers,0,10,10,1,1951-01-13
